,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
4176,3,Jimmy Olson wanted to visit the daily planet.  His subway stop was in what city?,subway stop,A. large city,B. new york city,C. urban area,D. metropolis,E. toronto
4177,1,What the final step for a farmer after making things grow?,making grow,A. flowering,B. harvesting,C. planting,D. blooms,E. growth
4178,0,"After chewing food and swallowing it during meals, what needs to happen for you to be able to successfully use the bathroom later?",chewing food,A. good digestion,B. aid digestion,C. eating,D. sore mouth,E. toothache
4179,1,"Billy called out to John, and listened for what?",call,A. silence,B. response,C. communication,D. hanging up,E. whisper
4180,1,Ben didn't have much respect for Sue. He would always do what about her wishes?,respect,A. throw away,B. disregard,C. being rude,D. humiliate,E. abhor
4181,1,When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?,object,A. appear,B. sound well,C. become broken,D. belong to person,E. gain speed
4182,4,Where should you keep a pet lizard?,lizard,A. desert,B. garden,C. galapagos archipelago,D. wild,E. glass cage
4183,2,"Billy was a kooky person, but he wasn't gay.  What was he?",kooky,A. mainstream,B. conventional,C. straight,D. standard,E. ordinary
4184,1,"If people have trouble finding enough resources to fulfill their calorie requirements, what might they have to do?",people,A. talk to each other,B. compete with each other,C. feed themselves,D. find water,E. feel lonely
4185,4,When people are playing sports for to long what happens?,playing sports,A. running,B. cheat,C. have fun,D. break out in purple polka dots,E. get tired
4186,2,A monkey is native to what place that usually has no people?,monkey,A. research laboratory,B. south africa,C. rain forest,D. playful mood,E. canada
4187,1,John didn't like getting in line.  He  had been working for a long time and was suffering from what?,getting in line,A. agitation,B. fatigue,C. common sense,D. have to wait for,E. rain
4188,2,Why did the student raise her hand?,student,A. complete test,B. died,C. answer question,D. study book,E. read book
4189,3,Where do you keep computer speakers?,speakers,A. produce sounds,B. roof,C. conference,D. desktop,E. concert
4190,2,"Sally  often went jogging in the morning, but she rode her bike less than one per year.  You could say she did so how often?",often,A. sometimes,B. usually,C. seldom,D. occasionally,E. infrequently
4191,0,If you're about to reach a stop sign in your car what must you do?,car,A. slow down,B. go fast,C. roll over,D. crash,E. fly
4192,4,"The judge had ruled the murder case could be reopened, excavation soon began where?",excavation,A. dead,B. construction site,C. under ground,D. egypt,E. cemetary
4193,4,where do some monkeys tend to live taht is hot?,monkey,A. rain forest,B. tree tops,C. treetops,D. great outdoors,E. tropical areas
4194,4,Other than school or from text where can one gain knowledge?,knowledge,A. book,B. class,C. thinking,D. head,E. meeting
4195,2,"The soldiers raised their rifles toward the invading soldiers with hate, what are they looking to do?",hate,A. destroy enemy,B. wage war,C. fight enemy,D. have lunch,E. stab to death
4196,2,What do people in a family typically do on the holidays?,people,A. get angry,B. talk to each other,C. gather together,D. run a race,E. facing each other
4197,4,What should you put on the floor?,floor,A. closet,B. pet shop,C. house,D. table,E. desk
4198,2,Those that have a difficult time when they communicate with others struggle to do what?,communicate,A. listen,B. speak out,C. talk to people,D. talk with people,E. having confidence
4199,2,Reaching tentative agreement is the first result when two side make what to come closer together?,reaching tentative agreement,A. uncertainty,B. hug,C. compromises,D. fucking,E. calmness
4200,1,"The cabin wasn't as small as it seemed.  It was, in fact, multiple bunkrooms connected by a what?",cabin,A. room,B. hall,C. palace,D. spacecraft,E. villa
4201,4,Where are things sometimes organized by a card catalog?,card catalog,A. store,B. recipe book,C. kitchen,D. easy browsing,E. library
4202,3,Other than wining what outcome is possible when people are competing?,competing,A. enemies,B. humiliation,C. aggression,D. defeat,E. stress
4203,0,"The plane taxied onto the runway with lots of civilians inside, where was it bound?",runway,A. city,B. school,C. military base,D. bowling alley,E. airfield
4204,1,Water is used as a mirror when designing a what?,water,A. pool,B. reflecting pool,C. fish tank,D. ocean,E. sewage treatment plant
4205,2,Amy sat down and turned on her monitor.  She only had an hour of time to do her work.  Where might she be?,monitor,A. box,B. on a train,C. internet cafe,D. desktop,E. view bluescreen
4206,0,What is happens when someone comes back from death?,death,A. rebirth,B. human experience,C. sadness,D. zombie,E. decomposition
4207,3,Why would a band be performing in front of a large number of people?,band,A. blaring,B. record album,C. alarm,D. play music,E. include drummer
4208,1,What do you want to prevent after you get an injury?,injury,A. for it to become worse,B. become infected,C. hurts,D. cause bleeding,E. cause death
4209,4,"Van Gogh fretted over his painting because it appeared different, what was he scared of?",painting,A. chickens,B. slashes,C. great relief,D. beauty,E. new look
4210,3,Who is it important to pay attention to when attending school?,attending school,A. falling down,B. time,C. stupidity,D. teachers,E. patience
4211,2,The fugu blowfish is found in what environment?,blowfish,A. atlantic ocean,B. fish market,C. sea of japan,D. water,E. rock band
4212,0,"He was injured and on disability, what did he need to have to receive government benefits?",disability,A. qualification,B. competency,C. potence,D. competence,E. information
4213,2,The nose dipped and alarms went off inside the what?,nose,A. car,B. sniff,C. aircraft,D. upper respiratory tract,E. missile
4214,1,"The steak house was superb, everybody enjoyed their steaks and particularly the side of corn that made which state famous?",steak house,A. united states,B. nebraska,C. mexico,D. strip mall,E. utah
4215,2,"The shark was sick of the confines of its tank, what was it looking for?",shark,A. sea world,B. tomales bay,C. great oceans,D. the key,E. tropical waters
4216,3,"The car preferred hunting in the dark, what ability did it have that its prey did not?",cat,A. night time,B. run away,C. sleep all day,D. see at night,E. cast shadow
4217,4,"The bachelor was too lazy to take the groceries out of the shopping bag, he just put the full bags right in his pantry what?",shopping bag,A. retail store,B. refrigerator,C. supermarket,D. car trunk,E. storage cabinet
4218,0,"If people are scared, why would they get a gun?",people,A. arm themselves,B. to drive their property value down,C. talk to each other,D. lose touch,E. share ideas
4219,1,"When someone is watching a film, what are they hoping for?",watching film,A. insight,B. being entertained,C. fear,D. erection,E. expectations
4220,4,Remembering a terrible event is likely to cause what?,remembering,A. problems,B. inspiration,C. going to a therapist,D. crying,E. trauma
4221,4,"The hot dogs were selling fast at intermission, where were they being sold?",hot dogs,A. park,B. disneyland,C. apartment,D. cows,E. sporting event
4222,1,Where might someone go to watch a flute?,flute,A. park,B. symphony,C. orchestra,D. music shop,E. musical instrument store
4223,1,Billy is going to sleep.  What will he be for the next few hours?,going to sleep,A. snoring,B. not awake,C. loss of consciousness,D. latency,E. sleep walking
4224,4,"If an apple tree were in the North, where would it be?",apple tree,A. alaska,B. farm yard,C. park,D. flowers,E. new jersey
4225,3,"When old conservative people observe a changing society, what do the experience?",changing society,A. depression,B. resentment,C. hurt,D. anger,E. acceptance
4226,0,What happens when we fail at something we attempt?,attempt,A. leave,B. give up,C. trying,D. we get shunned,E. fail
4227,2,"Sometimes when you go into a deep trance, what happens when you no longer feel attached to your body?",going into trance,A. meditation,B. closed eyes,C. loss of control,D. tingling,E. memory loss
4228,3,what period did mammoth's live in?,mammoth,A. ancient times,B. marwell comics,C. forest,D. prehistory,E. museum of natural history
4229,2,What might someone not wanting a hamburger want?,hamburger,A. sandwiches,B. resturant,C. pizza,D. fast food restaurant,E. mouth
4230,4,Learning about science can cause what emotion?,learning about science,A. smiles,B. feeling hot,C. invent,D. excitement,E. frustration
4231,1,Where is a traffic artery likely to be clogged?,traffic artery,A. high traffic area,B. major city,C. town,D. traffic lights,E. highway
4232,2,"It was going to be a long winter during his commute, the heater had gone out in his what?",heater,A. office,B. house,C. automobile,D. living room,E. public building
4233,3,What would a sick person do if he or she is not treated?,sick person,A. get better,B. train,C. battle cancer,D. throw up,E. take medicine
4234,4,John thought that Mary was beautiful despite her injury.  But Mary believed that she was what?,beautiful,A. wrong,B. overcast,C. homely,D. bad,E. misshapen
4235,2,What is typically the attitude of a child waiting for something?,waiting for,A. wisdom,B. anxiety,C. impatience,D. tiredness,E. boredom
4236,3,What does someone experience after eating lunch?,eating lunch,A. numb,B. farts,C. late for work,D. feel full,E. feel sleepy
4237,3,"The committee had more responsibility, they were a fast growing what?",committee,A. doughnut shop,B. church,C. office building,D. business,E. government
4238,4,If you have a need for finding information through instruction what should you do?,finding information,A. listen to online lessons,B. learn,C. ask questions,D. death,E. go to school
4239,2,The double edged razor was used to cut tape.  It was found in what box?,double edged razor,A. drug store,B. medicine cabinet,C. first aid kit,D. shaving kit,E. shower
4240,1,What did the honest real estate agent refuse to do to a client?,real estate agent,A. lie,B. deceive,C. hide from,D. manipulate,E. charming
