,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
384,['neutral'],3856149623.jpg#0,neutral,3856149623.jpg#0r1n,"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.","( ( ( ( ( ( ( ( Two ( female ( medical professionals ) ) ) , ) ( ( ( one ( african american ) ) & ) one ) ) white ) , ) ( looking ( over paperwork ) ) ) ( in ( a hospital ) ) ) . )","(ROOT (NP (NP (NP (CD Two) (JJ female) (JJ medical) (NNS professionals)) (, ,) (NP (NP (CD one) (NN african) (NN american)) (CC &) (NP (CD one)))) (ADJP (JJ white)) (, ,) (VP (VBG looking) (PP (IN over) (NP (NN paperwork)))) (PP (IN in) (NP (DT a) (NN hospital))) (. .)))",Coworkers at at a monthly safety meeting.,( Coworkers ( ( at ( at ( a ( monthly ( safety meeting ) ) ) ) ) . ) ),(ROOT (FRAG (INTJ (UH Coworkers)) (PP (IN at) (PP (IN at) (NP (DT a) (JJ monthly) (NN safety) (NN meeting)))) (. .)))
385,['contradiction'],3856149623.jpg#0,contradiction,3856149623.jpg#0r1c,"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.","( ( ( ( ( ( ( ( Two ( female ( medical professionals ) ) ) , ) ( ( ( one ( african american ) ) & ) one ) ) white ) , ) ( looking ( over paperwork ) ) ) ( in ( a hospital ) ) ) . )","(ROOT (NP (NP (NP (CD Two) (JJ female) (JJ medical) (NNS professionals)) (, ,) (NP (NP (CD one) (NN african) (NN american)) (CC &) (NP (CD one)))) (ADJP (JJ white)) (, ,) (VP (VBG looking) (PP (IN over) (NP (NN paperwork)))) (PP (IN in) (NP (DT a) (NN hospital))) (. .)))",Coworkers left work and are driving to lunch.,( Coworkers ( ( ( ( left work ) and ) ( are ( driving ( to lunch ) ) ) ) . ) ),(ROOT (S (NP (NNS Coworkers)) (VP (VP (VBD left) (NP (NN work))) (CC and) (VP (VBP are) (VP (VBG driving) (PP (TO to) (NP (NN lunch)))))) (. .)))
386,['entailment'],3856149623.jpg#0,entailment,3856149623.jpg#0r1e,"Two female medical professionals, one african american& one white, looking over paperwork in a hospital.","( ( ( ( ( ( ( ( Two ( female ( medical professionals ) ) ) , ) ( ( ( one ( african american ) ) & ) one ) ) white ) , ) ( looking ( over paperwork ) ) ) ( in ( a hospital ) ) ) . )","(ROOT (NP (NP (NP (CD Two) (JJ female) (JJ medical) (NNS professionals)) (, ,) (NP (NP (CD one) (NN african) (NN american)) (CC &) (NP (CD one)))) (ADJP (JJ white)) (, ,) (VP (VBG looking) (PP (IN over) (NP (NN paperwork)))) (PP (IN in) (NP (DT a) (NN hospital))) (. .)))",There are people at work.,( There ( ( are ( people ( at work ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS people)) (PP (IN at) (NP (NN work))))) (. .)))
387,['neutral'],3856149623.jpg#3,neutral,3856149623.jpg#3r1n,Two ladies are reading through binders.,( ( Two ladies ) ( ( are ( reading ( through binders ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS ladies)) (VP (VBP are) (VP (VBG reading) (PP (IN through) (NP (NNS binders))))) (. .))),Two ladies are studying for their final exam.,( ( Two ladies ) ( ( are ( studying ( for ( their ( final exam ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS ladies)) (VP (VBP are) (VP (VBG studying) (PP (IN for) (NP (PRP$ their) (JJ final) (NN exam))))) (. .)))
388,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",3856149623.jpg#3,contradiction,3856149623.jpg#3r1c,Two ladies are reading through binders.,( ( Two ladies ) ( ( are ( reading ( through binders ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS ladies)) (VP (VBP are) (VP (VBG reading) (PP (IN through) (NP (NNS binders))))) (. .))),The girls are watching a movie.,( ( The girls ) ( ( are ( watching ( a movie ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS girls)) (VP (VBP are) (VP (VBG watching) (NP (DT a) (NN movie)))) (. .)))
389,['entailment'],3856149623.jpg#3,entailment,3856149623.jpg#3r1e,Two ladies are reading through binders.,( ( Two ladies ) ( ( are ( reading ( through binders ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS ladies)) (VP (VBP are) (VP (VBG reading) (PP (IN through) (NP (NNS binders))))) (. .))),Some women are reading.,( ( Some women ) ( ( are reading ) . ) ),(ROOT (S (NP (DT Some) (NNS women)) (VP (VBP are) (VP (VBG reading))) (. .)))
390,['neutral'],3526841158.jpg#0,neutral,3526841158.jpg#0r1n,A man in the distance is walking past a brick wall painted with words and graffiti.,( ( ( A man ) ( in ( the distance ) ) ) ( ( is ( walking ( past ( ( a ( brick wall ) ) ( painted ( with ( ( words and ) graffiti ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT the) (NN distance)))) (VP (VBZ is) (VP (VBG walking) (PP (IN past) (NP (NP (DT a) (NN brick) (NN wall)) (VP (VBN painted) (PP (IN with) (NP (NNS words) (CC and) (NNS graffiti)))))))) (. .))),A man walks away from a wall he has defaced.,( ( A man ) ( ( ( walks away ) ( from ( ( a wall ) ( he ( has defaced ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ walks) (PRT (RP away)) (PP (IN from) (NP (NP (DT a) (NN wall)) (SBAR (S (NP (PRP he)) (VP (VBZ has) (VP (VBN defaced)))))))) (. .)))
391,['contradiction'],3526841158.jpg#0,contradiction,3526841158.jpg#0r1c,A man in the distance is walking past a brick wall painted with words and graffiti.,( ( ( A man ) ( in ( the distance ) ) ) ( ( is ( walking ( past ( ( a ( brick wall ) ) ( painted ( with ( ( words and ) graffiti ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT the) (NN distance)))) (VP (VBZ is) (VP (VBG walking) (PP (IN past) (NP (NP (DT a) (NN brick) (NN wall)) (VP (VBN painted) (PP (IN with) (NP (NNS words) (CC and) (NNS graffiti)))))))) (. .))),A man sits and reads the graffiti on a wall.,( ( A man ) ( ( ( ( sits and ) reads ) ( ( the graffiti ) ( on ( a wall ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ sits) (CC and) (VBZ reads) (NP (NP (DT the) (NN graffiti)) (PP (IN on) (NP (DT a) (NN wall))))) (. .)))
392,['entailment'],3526841158.jpg#0,entailment,3526841158.jpg#0r1e,A man in the distance is walking past a brick wall painted with words and graffiti.,( ( ( A man ) ( in ( the distance ) ) ) ( ( is ( walking ( past ( ( a ( brick wall ) ) ( painted ( with ( ( words and ) graffiti ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT the) (NN distance)))) (VP (VBZ is) (VP (VBG walking) (PP (IN past) (NP (NP (DT a) (NN brick) (NN wall)) (VP (VBN painted) (PP (IN with) (NP (NNS words) (CC and) (NNS graffiti)))))))) (. .))),Grafffiti on a brick wall.,( ( Grafffiti ( on ( a ( brick wall ) ) ) ) . ),(ROOT (NP (NP (NNP Grafffiti)) (PP (IN on) (NP (DT a) (NN brick) (NN wall))) (. .)))
393,['contradiction'],7632093958.jpg#2,contradiction,7632093958.jpg#2r1c,A woman and a child holding on to the railing while on trolley.,( ( ( ( ( A woman ) and ) ( a child ) ) ( holding ( on ( to ( ( the ( railing while ) ) ( on trolley ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (CC and) (NP (DT a) (NN child))) (VP (VBG holding) (PP (IN on) (PP (TO to) (NP (NP (DT the) (NN railing) (NN while)) (PP (IN on) (NP (NN trolley))))))) (. .))),The people are not holding onto anything.,( ( The people ) ( ( ( are not ) ( holding ( onto anything ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (RB not) (VP (VBG holding) (PP (IN onto) (NP (NN anything))))) (. .)))
394,['entailment'],7632093958.jpg#2,entailment,7632093958.jpg#2r1e,A woman and a child holding on to the railing while on trolley.,( ( ( ( ( A woman ) and ) ( a child ) ) ( holding ( on ( to ( ( the ( railing while ) ) ( on trolley ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (CC and) (NP (DT a) (NN child))) (VP (VBG holding) (PP (IN on) (PP (TO to) (NP (NP (DT the) (NN railing) (NN while)) (PP (IN on) (NP (NN trolley))))))) (. .))),The people are holding onto the rail.,( ( The people ) ( ( are ( holding ( onto ( the rail ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG holding) (PP (IN onto) (NP (DT the) (NN rail))))) (. .)))
395,['neutral'],7632093958.jpg#2,neutral,7632093958.jpg#2r1n,A woman and a child holding on to the railing while on trolley.,( ( ( ( ( A woman ) and ) ( a child ) ) ( holding ( on ( to ( ( the ( railing while ) ) ( on trolley ) ) ) ) ) ) . ),(ROOT (NP (NP (NP (DT A) (NN woman)) (CC and) (NP (DT a) (NN child))) (VP (VBG holding) (PP (IN on) (PP (TO to) (NP (NP (DT the) (NN railing) (NN while)) (PP (IN on) (NP (NN trolley))))))) (. .))),The people are on a trolley in san Francisco.,( ( The people ) ( ( are ( on ( ( a trolley ) ( in ( san Francisco ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (PP (IN on) (NP (NP (DT a) (NN trolley)) (PP (IN in) (NP (NNP san) (NNP Francisco)))))) (. .)))
396,['contradiction'],4814575064.jpg#2,contradiction,4814575064.jpg#2r1c,A man in a striped polo shirt is pointing and smiling.,( ( ( A man ) ( in ( a ( striped ( polo shirt ) ) ) ) ) ( ( is ( ( pointing and ) smiling ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ striped) (NN polo) (NN shirt)))) (VP (VBZ is) (VP (VBG pointing) (CC and) (VBG smiling))) (. .))),The man is swimming,( ( The man ) ( is swimming ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (VP (VBG swimming)))))
397,['neutral'],4814575064.jpg#2,neutral,4814575064.jpg#2r1n,A man in a striped polo shirt is pointing and smiling.,( ( ( A man ) ( in ( a ( striped ( polo shirt ) ) ) ) ) ( ( is ( ( pointing and ) smiling ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ striped) (NN polo) (NN shirt)))) (VP (VBZ is) (VP (VBG pointing) (CC and) (VBG smiling))) (. .))),The man is outside,( ( The man ) ( is outside ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (ADVP (RB outside)))))
398,['entailment'],4814575064.jpg#2,entailment,4814575064.jpg#2r1e,A man in a striped polo shirt is pointing and smiling.,( ( ( A man ) ( in ( a ( striped ( polo shirt ) ) ) ) ) ( ( is ( ( pointing and ) smiling ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (DT a) (JJ striped) (NN polo) (NN shirt)))) (VP (VBZ is) (VP (VBG pointing) (CC and) (VBG smiling))) (. .))),The man seems happy,( ( The man ) ( seems happy ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ seems) (ADJP (JJ happy)))))
399,"['neutral', 'neutral', 'neutral', 'neutral']",2914800692.jpg#2,neutral,2914800692.jpg#2r1n,A guy performing a bicycle jump trick for an audience.,( ( ( A guy ) ( performing ( ( a ( bicycle ( jump trick ) ) ) ( for ( an audience ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN guy)) (VP (VBG performing) (NP (NP (DT a) (NN bicycle) (NN jump) (NN trick)) (PP (IN for) (NP (DT an) (NN audience))))) (. .))),a bmx pro is doing a triple backflip,( ( a ( bmx pro ) ) ( is ( doing ( a ( triple backflip ) ) ) ) ),(ROOT (S (NP (FW a) (FW bmx) (FW pro)) (VP (VBZ is) (VP (VBG doing) (NP (DT a) (JJ triple) (NN backflip))))))
400,['contradiction'],2914800692.jpg#2,contradiction,2914800692.jpg#2r1c,A guy performing a bicycle jump trick for an audience.,( ( ( A guy ) ( performing ( ( a ( bicycle ( jump trick ) ) ) ( for ( an audience ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN guy)) (VP (VBG performing) (NP (NP (DT a) (NN bicycle) (NN jump) (NN trick)) (PP (IN for) (NP (DT an) (NN audience))))) (. .))),tony hawk is performing a skating trick,( ( tony hawk ) ( is ( performing ( a ( skating trick ) ) ) ) ),(ROOT (S (NP (JJ tony) (NN hawk)) (VP (VBZ is) (VP (VBG performing) (NP (DT a) (VBG skating) (NN trick))))))
401,['entailment'],2914800692.jpg#2,entailment,2914800692.jpg#2r1e,A guy performing a bicycle jump trick for an audience.,( ( ( A guy ) ( performing ( ( a ( bicycle ( jump trick ) ) ) ( for ( an audience ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (NN guy)) (VP (VBG performing) (NP (NP (DT a) (NN bicycle) (NN jump) (NN trick)) (PP (IN for) (NP (DT an) (NN audience))))) (. .))),a guy is performing a bike trick,( ( a guy ) ( is ( performing ( a ( bike trick ) ) ) ) ),(ROOT (S (NP (DT a) (NN guy)) (VP (VBZ is) (VP (VBG performing) (NP (DT a) (NN bike) (NN trick))))))
402,['entailment'],3178460509.jpg#0,entailment,3178460509.jpg#0r1e,A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,( ( ( A ( gray-haired woman ) ) ( in ( ( a ( blue ( dress coat ) ) ) ( with ( snowflakes ( on it ) ) ) ) ) ) ( ( balances ( something ( on ( her head ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ gray-haired) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN dress) (NN coat)) (PP (IN with) (NP (NP (NNS snowflakes)) (PP (IN on) (NP (PRP it)))))))) (VP (VBZ balances) (NP (NP (NN something)) (PP (IN on) (NP (PRP$ her) (NN head))))) (. .))),The woman is wearing a coat.,( ( The woman ) ( ( is ( wearing ( a coat ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG wearing) (NP (DT a) (NN coat)))) (. .)))
403,['contradiction'],3178460509.jpg#0,contradiction,3178460509.jpg#0r1c,A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,( ( ( A ( gray-haired woman ) ) ( in ( ( a ( blue ( dress coat ) ) ) ( with ( snowflakes ( on it ) ) ) ) ) ) ( ( balances ( something ( on ( her head ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ gray-haired) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN dress) (NN coat)) (PP (IN with) (NP (NP (NNS snowflakes)) (PP (IN on) (NP (PRP it)))))))) (VP (VBZ balances) (NP (NP (NN something)) (PP (IN on) (NP (PRP$ her) (NN head))))) (. .))),The woman loves her blonde hair.,( ( The woman ) ( ( loves ( her ( blonde hair ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ loves) (NP (PRP$ her) (JJ blonde) (NN hair))) (. .)))
404,['neutral'],3178460509.jpg#0,neutral,3178460509.jpg#0r1n,A gray-haired woman in a blue dress coat with snowflakes on it balances something on her head.,( ( ( A ( gray-haired woman ) ) ( in ( ( a ( blue ( dress coat ) ) ) ( with ( snowflakes ( on it ) ) ) ) ) ) ( ( balances ( something ( on ( her head ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ gray-haired) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ blue) (NN dress) (NN coat)) (PP (IN with) (NP (NP (NNS snowflakes)) (PP (IN on) (NP (PRP it)))))))) (VP (VBZ balances) (NP (NP (NN something)) (PP (IN on) (NP (PRP$ her) (NN head))))) (. .))),The woman is guarding herself from the snow.,( ( The woman ) ( ( is ( ( guarding herself ) ( from ( the snow ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN woman)) (VP (VBZ is) (VP (VBG guarding) (NP (PRP herself)) (PP (IN from) (NP (DT the) (NN snow))))) (. .)))
405,['neutral'],3827316480.jpg#4,neutral,3827316480.jpg#4r1n,Two children play outside in a field.,( ( Two children ) ( ( ( play outside ) ( in ( a field ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP play) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (NN field)))) (. .))),A brother and sister chase each other in a field.,( ( A ( ( brother and ) sister ) ) ( ( ( chase ( each other ) ) ( in ( a field ) ) ) . ) ),(ROOT (S (NP (DT A) (NN brother) (CC and) (NN sister)) (VP (VB chase) (NP (DT each) (JJ other)) (PP (IN in) (NP (DT a) (NN field)))) (. .)))
406,['entailment'],3827316480.jpg#4,entailment,3827316480.jpg#4r1e,Two children play outside in a field.,( ( Two children ) ( ( ( play outside ) ( in ( a field ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP play) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (NN field)))) (. .))),Kids are playing outdoors.,( Kids ( ( are ( playing outdoors ) ) . ) ),(ROOT (S (NP (NNP Kids)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outdoors)))) (. .)))
407,['contradiction'],3827316480.jpg#4,contradiction,3827316480.jpg#4r1c,Two children play outside in a field.,( ( Two children ) ( ( ( play outside ) ( in ( a field ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP play) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (NN field)))) (. .))),Two children are reading at their desks.,( ( Two children ) ( ( are ( reading ( at ( their desks ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS children)) (VP (VBP are) (VP (VBG reading) (PP (IN at) (NP (PRP$ their) (NNS desks))))) (. .)))
408,['contradiction'],138043357.jpg#0,contradiction,138043357.jpg#0r1c,"One man sits inside and plays the banjo, there are trees behind him outside.","( ( ( One man ) ( ( ( sits inside ) and ) ( plays ( the banjo ) ) ) ) ( , ( there ( ( ( are ( trees ( behind him ) ) ) outside ) . ) ) ) )","(ROOT (S (S (NP (CD One) (NN man)) (VP (VP (VBZ sits) (ADVP (RB inside))) (CC and) (VP (VBZ plays) (NP (DT the) (NN banjo))))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS trees)) (PP (IN behind) (NP (PRP him)))) (ADVP (RB outside))) (. .)))",A man runs outside.,( ( A man ) ( ( runs outside ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ runs) (ADVP (RB outside))) (. .)))
409,['entailment'],138043357.jpg#0,entailment,138043357.jpg#0r1e,"One man sits inside and plays the banjo, there are trees behind him outside.","( ( ( One man ) ( ( ( sits inside ) and ) ( plays ( the banjo ) ) ) ) ( , ( there ( ( ( are ( trees ( behind him ) ) ) outside ) . ) ) ) )","(ROOT (S (S (NP (CD One) (NN man)) (VP (VP (VBZ sits) (ADVP (RB inside))) (CC and) (VP (VBZ plays) (NP (DT the) (NN banjo))))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS trees)) (PP (IN behind) (NP (PRP him)))) (ADVP (RB outside))) (. .)))",A male sitting indoors.,( ( ( A male ) ( sitting indoors ) ) . ),(ROOT (NP (NP (DT A) (NN male)) (VP (VBG sitting) (ADVP (RB indoors))) (. .)))
410,"['neutral', 'neutral', 'neutral', 'neutral', 'contradiction']",138043357.jpg#0,neutral,138043357.jpg#0r1n,"One man sits inside and plays the banjo, there are trees behind him outside.","( ( ( One man ) ( ( ( sits inside ) and ) ( plays ( the banjo ) ) ) ) ( , ( there ( ( ( are ( trees ( behind him ) ) ) outside ) . ) ) ) )","(ROOT (S (S (NP (CD One) (NN man)) (VP (VP (VBZ sits) (ADVP (RB inside))) (CC and) (VP (VBZ plays) (NP (DT the) (NN banjo))))) (, ,) (NP (EX there)) (VP (VBP are) (NP (NP (NNS trees)) (PP (IN behind) (NP (PRP him)))) (ADVP (RB outside))) (. .)))",A male plays a banjo while sitting on a sofa.,( ( A male ) ( ( ( plays ( a banjo ) ) ( while ( sitting ( on ( a sofa ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN male)) (VP (VBZ plays) (NP (DT a) (NN banjo)) (PP (IN while) (S (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN sofa))))))) (. .)))
411,['contradiction'],3827316480.jpg#1,contradiction,3827316480.jpg#1r1c,"Two children, in colorful outfits, playing in a field with a big rock in the middle.","( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))",Don't play with rocks,( ( Do n't ) ( play ( with rocks ) ) ),(ROOT (S (VP (VB Do) (RB n't) (VP (VB play) (PP (IN with) (NP (NNS rocks)))))))
412,['entailment'],3827316480.jpg#1,entailment,3827316480.jpg#1r1e,"Two children, in colorful outfits, playing in a field with a big rock in the middle.","( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))",Two kids are playing with a big rock in the field,( ( Two kids ) ( are ( playing ( with ( ( a ( big rock ) ) ( in ( the field ) ) ) ) ) ) ),(ROOT (S (NP (CD Two) (NNS kids)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN field)))))))))
413,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",3827316480.jpg#1,neutral,3827316480.jpg#1r1n,"Two children, in colorful outfits, playing in a field with a big rock in the middle.","( ( ( ( Two children ) , ) ( in ( colorful outfits ) ) ) ( , ( ( playing ( in ( ( a field ) ( with ( ( a ( big rock ) ) ( in ( the middle ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (CD Two) (NNS children)) (, ,) (PP (IN in) (NP (JJ colorful) (NNS outfits)))) (, ,) (VP (VBG playing) (PP (IN in) (NP (NP (DT a) (NN field)) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (DT the) (NN middle)))))))) (. .)))",Two kids are playing with a big rock in the field with family,( ( Two kids ) ( are ( playing ( with ( ( a ( big rock ) ) ( in ( ( the field ) ( with family ) ) ) ) ) ) ) ),(ROOT (S (NP (CD Two) (NNS kids)) (VP (VBP are) (VP (VBG playing) (PP (IN with) (NP (NP (DT a) (JJ big) (NN rock)) (PP (IN in) (NP (NP (DT the) (NN field)) (PP (IN with) (NP (NN family)))))))))))
414,['neutral'],3827316480.jpg#2,neutral,3827316480.jpg#2r1n,Two young girls are playing outside in a non-urban environment.,( ( Two ( young girls ) ) ( ( are ( ( playing outside ) ( in ( a ( non-urban environment ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (JJ young) (NNS girls)) (VP (VBP are) (VP (VBG playing) (ADVP (RB outside)) (PP (IN in) (NP (DT a) (JJ non-urban) (NN environment))))) (. .))),Some girls are running through an open field.,( ( Some girls ) ( ( are ( running ( through ( an ( open field ) ) ) ) ) . ) ),(ROOT (S (NP (DT Some) (NNS girls)) (VP (VBP are) (VP (VBG running) (PP (IN through) (NP (DT an) (JJ open) (NN field))))) (. .)))
