,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
3082,3082,1,What will an unprepared person experience when taking final exams?,taking final exams,A. graduation,B. anxiety,C. happy,D. graduating,E. headaches
532,532,4,"The disease was spreading fast, so what were researchers desperately seeking?",disease,A. cause spots on leaf,B. healthy,C. wellness,D. ball stopped,E. cure
4869,4869,1,If a person has stage fright and is about to go on stage what will they experience?,person,A. ridiculous,B. anxiety,C. open sores,D. happiness,E. different
2591,2591,0,What would happen in a country if everyone is loving another?,loving another,A. peace,B. marriage,C. satisfaction,D. heartache,E. happiness
4220,4220,4,Remembering a terrible event is likely to cause what?,remembering,A. problems,B. inspiration,C. going to a therapist,D. crying,E. trauma
3961,3961,4,"The doctor noticed the nerve and suggested a scan of everything, what would be scanned?",nerve,A. brainstem,B. skeleton,C. organism,D. animal,E. human body
509,509,4,"The billionaire donated a large sum to his former college, this allowed them to construct a new science what?",college,A. fraternity house,B. bank,C. big town,D. big city,E. building
4505,4505,1,Where is a person doing housework likely to work?,doing housework,A. house guest,B. nice home,C. boredom,D. become tired,E. low pay
4455,4455,3,How is someone likely to feel about someone hurting someone else they love?,hurting else,A. kick and kiss,B. punishment,C. jail time,D. will resent,E. bad karma
690,690,3,You'd add pepper and salt to what liquid meal if it's bland?,pepper and salt,A. supermarket,B. water,C. cellars,D. soup,E. grocery store
1873,1873,1,Where might a bald eagle soar in clear skies?,bald eagle,A. nature preserve,B. mountainous area,C. in washington,D. soup,E. colorado in washington
1747,1747,1,What do people work on by exercising?,person,A. weights,B. wellness,C. number 1,D. own home,E. compliments
134,134,1,Where are people likely to find food?,people,A. opera,B. supermarket,C. building,D. conference,E. apartment
1903,1903,1,"John likes Disney films and there was nothing good on, so he decided to see what?",film,A. disneyland,B. movie,C. drawer,D. cabinet,E. microwave
4201,4201,4,Where are things sometimes organized by a card catalog?,card catalog,A. store,B. recipe book,C. kitchen,D. easy browsing,E. library
2448,2448,3,Where can you buy opera glasses that are old?,opera glasses,A. museum,B. woman's purse,C. supermarket,D. antique store,E. theater
2983,2983,0,What would you be doing if you are having lunch?,having lunch,A. eating,B. hunger,C. burp,D. laughing,E. food
1598,1598,3,Where would you find a railing you hold on to while moving up?,railing,A. the moon,B. park,C. porch,D. flight of stairs,E. railway station
1029,1029,0,"Bill picks from an apple tree in southern Michigan, where is he most likely to be?",apple tree,A. detroit,B. maryland,C. oregon,D. washington state,E. indiana
2242,2242,1,"John runs a small corner shop.   If you were walking on a sidewalk near it, where would you look for it?",corner shop,A. england,B. street corner,C. minnesota,D. arizona,E. iowa
4341,4341,1,The football field was all ready for Friday night at the local what?,football field,A. university,B. high school,C. city,D. college campus,E. excrete
1467,1467,3,"The small child liked looking at all the pictures of the animals and hearing his mom say the accompanying rhymes, but the jellyfish was his favorite animal in the whole what?",jellyfish,A. japanese restaurant,B. lake,C. zoo,D. book,E. current
896,896,2,Where is one likely to purchase listening vinyl?,vinyl,A. safeway,B. record albums,C. record store,D. car,E. wallpaper
1658,1658,3,Singers go to a studio to do what?,singers,A. clear throats,B. sound beautiful,C. warm up,D. create music,E. make noise
1045,1045,3,What does a child have to do in order to officially become a student?,student,A. read a book,B. drop out of school,C. wash dishes,D. enter school,E. study book
1281,1281,3,Being able to forgive is a way to be what?,forgive,A. learn,B. give hug,C. happiness,D. nice to,E. sex
868,868,0,"My house is very dry, with little water in the air. What tool should I use to fix this?",water,A. humidifier,B. surface of earth,C. skating rink,D. ice cube,E. burn it to the ground
1801,1801,1,"The beach had a pathway for riding bike, peacefully cruising along brought many what?",riding bike,A. enjoyment,B. pleasure,C. falling down,D. anger,E. get somewhere
4654,4654,4,After being on his feet all day he told his boss he was taking a break and doing what on the bench?,taking break,A. not working,B. relaxation,C. renewal,D. sleep,E. sitting down
2665,2665,0,Where is a white mouse likely to be found?,mouse,A. research laboratory,B. field,C. old barn,D. computer lab,E. cupboard
1194,1194,4,"The man needed a toothbrush and some food, where did he go?",toothbrush,A. drug store,B. mouth,C. dentist office,D. he went to the attic,E. grocery store
1499,1499,3,"If I go to a bank to get money, where could I go next to get household items and food?",bank,A. city,B. financial center,C. main street,D. grocery store,E. salon
1033,1033,0,Where might I find pens with a company logo?,pens,A. office,B. on a pencil,C. write sentences on paper,D. school,E. backpack
4930,4930,3,Why do people want to swim in the heat?,swim,A. wear bathing suit,B. fun,C. excercise,D. cool down,E. exercise
3361,3361,4,Where are you heading if you walk down a staircase to get a jar of preserves?,staircase,A. bunker,B. school,C. apartment building,D. mansion,E. cellar
4657,4657,2,The people who fly in an airplane are commonly called what?,fly in airplane,A. land plane,B. buy tickets,C. passenger,D. run through checklists,E. read
4112,4112,3,"If there is a bird at my window, what is it likely sitting on?",bird,A. cage,B. forest,C. a ledge,D. windowsill,E. countryside
4329,4329,3,This can set in after going to work with to little sleep?,going to work,A. anger,B. bad mood,C. poor judgement,D. exhaustion,E. boredom
2341,2341,2,"If you started killing people for no reason, what are you likely to lack?",killing people,A. prison sentence,B. going to jail,C. feelings of guilt,D. die,E. hunger
1509,1509,2,Where does a marmoset roam free?,marmoset,A. rainforest,B. kitchen,C. wilderness,D. dictionary,E. burrow
380,380,0,"The garage had light sensors and automatic doors, what kind of house was it?",garage,A. modern house,B. building,C. townhouse,D. neighbor's house,E. downtown
1328,1328,2,The heir to this country's throne isn't the prince of it. What country is it?,prince,A. fairy tale,B. egypt,C. england,D. europe,E. castle
2992,2992,3,Your oven is most likely found where?,oven,A. restaurant,B. prison,C. school,D. own home,E. pizza place
4418,4418,1,What does passionate kissing cause?,kissing,A. shortness of breath,B. strong feelings,C. feeling good,D. herpes,E. falling down
2407,2407,2,When getting in shape you need to have this in between workouts?,getting in shape,A. give up,B. eat more,C. period of recovery,D. dance,E. jogging
2997,2997,4,A bugle sounded every morning where?,bugle,A. music store,B. army corps,C. army,D. military band,E. military base
2587,2587,4,"The all decided to sit down on the stools, and each order a what?",sit down,A. mindset,B. fart,C. relax,D. find seat,E. drink
4193,4193,4,where do some monkeys tend to live taht is hot?,monkey,A. rain forest,B. tree tops,C. treetops,D. great outdoors,E. tropical areas
2312,2312,2,"The boy had a lot of might, but he had something else, and the villain learned how to exploit his what?",might,A. definitely,B. weak,C. weakness,D. wont,E. will
595,595,3,What do people who are speech therapists do?,people,A. make music,B. believe in god,C. give speeches,D. complete sentences,E. build houses
4168,4168,3,In the modern days we give what kind of classification to buildings to protect them from being town down?,modern,A. classical,B. old fashioned,C. vintage,D. historical,E. antique
4665,4665,1,"The teach was very enthusiastic, she got all the children involved and they would all what?",children,A. ride horses,B. learn together,C. play games,D. watch tv,E. sing a song
1016,1016,0,"The student realized that he left his writing instrument at his last place of study, where is it?",writing instrument,A. classroom,B. desk drawer,C. bathroom,D. pocket,E. stationery store
728,728,4,If you're standing in line and the line isn't moving what might you feel?,standing in line,A. order,B. queueing up,C. wait turn,D. fatigue,E. anger
4664,4664,2,"He hated having meeting while having food, he didn't want to hear somebody eat and what?",having food,A. drinking,B. sit,C. talk,D. dancing,E. being sociable
1916,1916,0,"Yesterday there was heavy rain and there's water standing everywhere, but it's coming down hard again, and this time it's cold, what sort of storm is it now?",water,A. blizzard,B. hurricane,C. cactus,D. ocean,E. drowning
954,954,3,Why is grooming often recommended to greasy teens?,grooming,A. neatness,B. selfishness,C. mistakes,D. cleanliness,E. satisfaction
2921,2921,1,What could guns do which could be illegal?,guns,A. distract police from a r3al crime.,B. take life,C. misfire,D. arm robbers,E. break
685,685,2,What is the result of instituting civil action?,instituting civil action,A. bad feelings,B. confusion,C. going to court,D. hurt feelings,E. sandwiches
808,808,2,"She was processing the wool, she kept her leg bouncing to operate the what?",leg,A. hospital bed,B. legroom,C. spinning wheel,D. grand piano,E. rhythm
293,293,3,Where would you be going if using a parking lot near a roller coaster?,parking lot,A. farm,B. business district,C. car,D. amusement park,E. urban area
1393,1393,1,"The mom liked giving assistance to her children, why did she do it?",giving assistance,A. law suits,B. feel loved,C. contractual obligation,D. happiness,E. out of pocket
3324,3324,2,Modesty is an important virtue.   An insufficient amount of it in the face of individuals of greater station may be interpreted as what?,modesty,A. extravagance,B. lack,C. impudence,D. boldness,E. immodesty
3201,3201,1,What city is likely to have a tearoom?,tearoom,A. tea shop,B. london,C. restaurant,D. building,E. england
825,825,0,Where might a human sit for extended periods over a bowl of water?,human,A. bathroom,B. solar system,C. coffee shop,D. space shuttle,E. airport
4941,4941,1,The horse was decorated because it was taking part in something. What was it in?,horse,A. countryside,B. parade,C. western movie,D. movies,E. rodeo
1712,1712,3,Where does a person use an expressway to get around quickly?,expressway,A. medium,B. country,C. eastern united states,D. american city,E. michigan
1779,1779,2,"Sally didn't know morse code, but that didn't stop her from trying to use what device?",stop,A. walkie talkie,B. telegram,C. telegraph,D. organ,E. motor
