,Unnamed: 0,label,sent1,sent2,ending0,ending1,ending2,ending3,ending4
2279,2279,4,What is someone likely to have after going into a trance?,going into trance,A. mystical experience,B. confusion,C. sleepwalking,D. peacefulness,E. memory loss
1741,1741,2,What happens to your car when you're driving to work?,driving to work,A. get to work,B. stress,C. use gas,D. speeding ticket,E. get depreciation
577,577,2,where do you typically find a trash can in the city?,trash can,A. park,B. motel,C. corner,D. bus stop,E. store front
2770,2770,1,When you are finished drinking out of a cup and want it clean you use this.,cup,A. shelf,B. dishwasher,C. table,D. restaurant,E. paper towel
3886,3886,2,"After suffering a bad injury, where will a person get taken?",injury,A. hockey game,B. home,C. hospital,D. emergency room,E. doctor's office
3164,3164,1,"If a bum wanted to ride for free, where might he go?",bum,A. bus depot,B. train station,C. beach,D. bridge,E. taxi
3741,3741,3,Where would you put jewlery if you do not plan to use it soon?,jewelry,A. lady's boudoir,B. suitcase,C. bedroom drawer,D. safe deposit box,E. department store
3052,3052,3,He waited far to long before beginning work. What is his immediate state of mind?,beginning work,A. stress,B. excitement,C. eagerness,D. panic,E. working
2838,2838,4,What would you be unable to do if you are bathing and your hands are wet?,bathing,A. dry skin,B. slip and fall,C. read a book,D. using soap,E. reading newspaper
3176,3176,0,What low area between mountains can an apple tree be typically found?,apple tree,A. valley,B. washington state,C. open,D. countryside,E. fields
1758,1758,2,"They wanted to build a new entertainment complex down town, but the costs were doing what to the budget?",build,A. demolition,B. increasing,C. destroying,D. tear down,E. break
3681,3681,3,"Everybody is their own, all people are what?",all people,A. hurt,B. human,C. innocent until proven guilty,D. different,E. smile
3804,3804,0,What feeling does see favorite show eliminate?,see favorite show,A. bored,B. happiness,C. entertained,D. entertains,E. buy tickets
4429,4429,3,Where would you expect to see a white fox?,fox,A. great outdoors,B. open meadow,C. forest,D. arctic tundra,E. mountains
3567,3567,1,"The stove had to be moved so the kitchen could be remodeled, where did it go?",stove,A. apartment,B. living room,C. boiling liquids like water,D. friend's house,E. restroom
3284,3284,3,If you are going to watch your favorite team play a sport what is the most likely thing someone will tell you when you let them know?,play,A. win game,B. good luck!,C. entertain yourself,D. have fun,E. enjoy yourself
2469,2469,2,What would you need to do to start work if you do not work in your house?,work,A. walk in rain,B. sleep at night,C. go somewhere,D. rest,E. ride bus
3864,3864,0,What is likely to be a child's reaction to going to play?,going to play,A. happiness,B. tears,C. sit,D. being entertained,E. laugh
2869,2869,2,Where is a good place to keep a shoe?,shoe,A. left foot,B. wedding,C. closet,D. shoebox,E. house
2368,2368,4,Where is the most plumbing in a house likely to be found?,plumbing,A. oil refineries,B. underground,C. wall,D. kitchen,E. bathroom
552,552,2,"The teams were evenly matched when competing against one another, what did spectators want to find out?",competing against,A. envy,B. resentment,C. winning or losing,D. one winner,E. two winners
2419,2419,2,Where can you put leftover soup?,soup,A. toilet mug,B. cupboard,C. container,D. supermarket,E. jar
373,373,2,Where would you put a dictionary while you're using it?,dictionary,A. library,B. study area,C. table,D. classroom,E. shelf
4137,4137,3,Where would you expect to see a coach in Europe or South America?,coach,A. play football,B. sporting event,C. at a laundry mat.,D. soccer game,E. hockey game
1096,1096,3,"Sarah was watching a film, but she missed the middle.   She closed her eyes in the beginning and when she opened them the credits were rolling.  What did she do?",watching film,A. entertainment,B. die,C. crying,D. falling asleep,E. masturbate
2805,2805,3,"If you are cleaning house, what will happen to it?",cleaning house,A. neatness,B. exhaustion,C. sneezing,D. order,E. clutter
2782,2782,0,Louisiana was a confederate state in the what?,louisiana,A. deep south,B. united states,C. 98 of world's crayfish,D. revolutionary war,E. gulf states
928,928,2,"Mary was a bad girl, but she was always open about that.  People liked her because she was what?",bad,A. excellent,B. fun,C. honest,D. worthy,E. choice
214,214,4,James needed a garage because he spent a lot of money on what?,garage,A. bike,B. downtown,C. building,D. tool storage,E. car
368,368,3,What are students trying to do?,students,A. study philosophy,B. become adult,C. ask questions,D. further education,E. study together
1674,1674,1,"Billy didn't know what to do.  He had just bought a huge ficus, but he has no where to put it.  It was just too gid for his house.  Right now, the ficus waited outside in something. What is the ficus in?",ficus,A. park,B. large pot,C. maze,D. green house,E. tropical forest
3830,3830,3,Where could you find an armchair that is used by many people?,armchair,A. lounge,B. office,C. study,D. hospital,E. furniture store
55,55,3,"Jim enjoyed killing people, but he did it too often and the cops found out.  What might the cops do to him?",killing people,A. going to jail,B. going to prison,C. beat him up,D. get arrested,E. die
315,315,2,The child pounded his mitt in excitement while enjoying his first game in the bleachers where?,bleachers,A. football stadium,B. laboratory,C. baseball stadium,D. pharmacy,E. soccer game
4814,4814,0,If you entire body is experiencing fatigue what would you do at the end of the day?,fatigue,A. sleep,B. sit down,C. sit on chair,D. have rest,E. lie on floor
2493,2493,4,Where would you find a popular shopping mall?,mall,A. buy clothes,B. suburbs,C. downtown,D. montana,E. large city
253,253,2,"If I want to maximize my number of potential customers, where should I build a new department store?",department store,A. idaho,B. shopping mall,C. big city,D. in town,E. new york
3137,3137,0,Where would you put your car keys if you want to go driving?,car keys,A. ignition switch,B. pocket,C. purse,D. home,E. trunk
1847,1847,1,Where should meat to be used soon be?,meat,A. freezer,B. fridge,C. butcher shop,D. counter,E. frying pan
3113,3113,2,where do you buy the freshest apples?,apples,A. shop,B. fridge,C. farmers market,D. a tree,E. grocery store
4376,4376,2,Where would you see footprints that happen due to dirt being left behind inside?,footprints,A. roof,B. ground,C. rug,D. surface of earth,E. floorboards
626,626,3,Where does a shadow usually appear?,shadow,A. suface of moon,B. building,C. bridge,D. ground,E. bright light
4276,4276,4,What could happen to you if you are cleaning on the 10th floor of an unfinished building?,cleaning,A. healthy living,B. adventure,C. neatness,D. getting tired,E. injury
2920,2920,0,Where can you find millions of apartment?,apartment,A. michigan,B. inside the house,C. town,D. avoid buying,E. budget
2511,2511,0,What does one do when they play games?,play games,A. try to win,B. learn,C. fun,D. dance,E. keep score
470,470,2,Where in a town would you put your shed?,shed,A. next to the house,B. keeping things in,C. backyard,D. farm yard,E. ranch
3360,3360,0,"James wants to go to a large church, what some might call a megachurch.  Where would he look for one of those?",church,A. city,B. commercial area,C. populated area,D. every town,E. christian community
1131,1131,1,Where might I hear and see information on current events?,information,A. internet,B. television,C. newspaper,D. book,E. radio
2530,2530,0,Where do people with the same faith meet?,people,A. synagogue,B. church,C. conference,D. car show,E. montana
4033,4033,0,Where might baggage be searched?,baggage,A. airports,B. helicopter,C. cruise ship,D. train station,E. room
1179,1179,4,"James wanted to add space for an extra guest, so he bought a hide bed sofa.  With that he'd be able to have two people stay over, one in the guest room, and one on the sofa.  Where might he have been?",hide bed sofa,A. hotel,B. guest room,C. office,D. apartment,E. house
919,919,3,There is a lot of sugar in what food that fits in your hand?,sugar,A. cupboard,B. chocolate,C. coffee,D. candy bar,E. soda pop
2585,2585,2,"Sam was planning to return, but his sister was still angry that he was doing what?",return,A. backspace,B. give,C. going away,D. go away,E. going away
2726,2726,4,How does someone go about getting in shape?,getting in shape,A. losing weight,B. sweat,C. triangle,D. good health,E. exercise
328,328,0,Where might I find unusual varieties of roses?,rosebush,A. botanic garden,B. flower garden,C. backyard,D. supermarket,E. outdoors
4416,4416,4,The glass window was transparent and thin.   James leaned on ed on it and it cracked.  It was what?,glass,A. soft,B. clear,C. half empty,D. recyclable,E. very fragile
4906,4906,2,Where can you find a tennis court for non professionals?,tennis court,A. athletic club,B. country club,C. recreational center,D. college campus,E. zoo
1530,1530,1,When you swimming underwater you must come to the surface so you can do what?,swimming,A. dive,B. breathe air,C. tread water,D. breath control,E. understand themselves
565,565,2,"No matter the background of the person, they should all be given what in applying for the job?",person,A. critical thinking,B. congratulated,C. equal opportunity,D. compliments,E. raffle tickets
4135,4135,4,"I was having a bath for 4 hours, what might I suffer from physiologically?",having bath,A. have fun,B. cold,C. get wet,D. being clean,E. wrinkled skin
524,524,1,"The new kitten hadn't gotten used to what it was allowed to climb on in most rooms, so the owned kept the bedroom door what?",door,A. opened,B. closed,C. found at shower,D. falling down,E. locked
4059,4059,3,"People often have to take medicine, they tend to keep it where?",medicine,A. kitchen,B. doctor's office,C. hospital,D. bathroom,E. jar
4844,4844,4,Where could a marmot go to try to escape from you?,marmot,A. in wild,B. north america,C. colorado,D. hide,E. tree
3406,3406,3,What might I use to grow a ficus on my patio?,ficus,A. tropical forest,B. arboretum,C. soil,D. pots,E. large pot
3666,3666,3,"Some people have many pairs of jeans, they store them in their what?",jeans,A. gap,B. mailbox,C. shopping mall,D. closet,E. thrift store
1608,1608,2,What is the goal of a poor person having food?,having food,A. digesting,B. being full,C. will not starve,D. survive,E. getting fat
245,245,2,What would an adult man do to get ready for work?,adult,A. dress herself,B. shower,C. dress himself,D. drink beer,E. drive train
