,Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
702,49052,anetv_oSQNry_U7oA,3630,A trainer wearing a wet suit gives a walrus treats and the walrus nods his head up in town in excitement at the beginning of a show. The trainer plays a small saxophone and the walrus,A trainer wearing a wet suit gives a walrus treats and the walrus nods his head up in town in excitement at the beginning of a show.,The trainer plays a small saxophone and the walrus,gold,begins to bleed in scene.,nods and is given a treat.,"start in the piercing singing and breaking split screen, after the subtitles.",is geared up and tells him where he is running.,1
919,31491,lsmdc0026_The_Big_Fish-62466,18476,Even someone is a little affected. Someone,Even someone is a little affected.,Someone,gold,leaps at him in the end.,"checks the mail, hoping for a letter from someone.",", afraid is carried away and looking puzzled, he is watching by someone, who is clearly understanding him.","can disappear, then.",1
126,12385,lsmdc1052_Harry_Potter_and_the_order_of_phoenix-95428,3818,Someone stands at the bottom. He,Someone stands at the bottom.,He,gold,turns to someone and sneers.,raises one arm above his head.,"peers at the wall's door, then sets down his tools.",re - activates a apparatus.,0
727,61992,anetv_1sTTv-XC-RA,9574,A boat is parked in front of a river. It,A boat is parked in front of a river.,It,gen,bounces from the rafters.,is attached and tied.,tries to make a go of the lake.,is taking a harness out of the water.,1
917,22424,anetv_qfb0Qe7s9oo,18241,Two jars of liquid appear. The woman,Two jars of liquid appear.,The woman,gold,places the cake on the table and pours a drink.,takes a sip of the liquid.,mixes the drink together and pours it into a glass.,share a glass with liquid on the table.,1
138,6703,anetv_9svdYGBSMvM,16257,A man is seen sitting before a table carving a pumpkin. The man,A man is seen sitting before a table carving a pumpkin.,The man,gen,cuts a piece of wood cutting the wood with a knife.,lights a box and ends by putting it in a new room.,continues cutting the pumpkin and sets it down.,wipes the pumpkin on the pumpkin several times.,2
383,10053,anetv_iDhzxzLmwoI,7799,A person is seen in several clips cutting up a roof with a tool as well as others walking around helping. The people,A person is seen in several clips cutting up a roof with a tool as well as others walking around helping.,The people,gold,tear off an old roof as well as pool decks and other wooden areas using a large tool to rip it up.,are then using skiing down a mountain and making machine choices including ups and fall.,continue skating around bumping each other as well as people speaking.,continue walking around the area performing a product and throwing them to the camera while smiling in the end.,0
615,16480,anetv_knnQ99kDt8w,19003,A small group of people are seen jumping and down on trampolines throwing balls back and fourth to one another. The camera,A small group of people are seen jumping and down on trampolines throwing balls back and fourth to one another.,The camera,gen,pans around of the men preparing a ball and while walking around and bumping one another.,pans around continuously showing the men playing and looking back to the camera.,captures the group cheering as the athletes continue to fight on the end.,pans down a game of taking breaks into another game.,1
103,46535,anetv_nXNczyQpljQ,1063,The man jostles his jaw back and fourth. We,The man jostles his jaw back and fourth.,We,gold,see people on the lifeboat.,blow him up and down.,see the matador in black again.,zoom in on the mans hands as he pushes keys the man finishes playing and smiles.,3
875,18105,anetv_5-vAXCUN8X0,15113,A crowd is gathered at an indoor swimming pool. several people,A crowd is gathered at an indoor swimming pool.,several people,gold,are watching the people.,are in the pool throwing a ball around.,gathered watching them jump rope.,are practicing swimming in front of the pool.,1
959,6030,anetv_zvAlL20-K4w,1966,The man walks away shaking his arms and his throw is shown again several times. Several more athletes,The man walks away shaking his arms and his throw is shown again several times.,Several more athletes,gold,are shown of lift boards and performing a speed stunts like a bungee jump.,are shown stepping up to the platform throwing the shot put and ending with a man in a hat speaking to the audience.,are shown swimming with the puck from one side.,are shown interspersed with people practicing stunts with their hands in the air.,1
372,65269,lsmdc3086_UGLY_TRUTH-6362,11123,She shimmies sexily as he runs his hands down her body. She,She shimmies sexily as he runs his hands down her body.,She,gen,is crossing over and cracking wrinkle on the seat of the camel.,"places her left hand on his shoulder, then up at the camera.","pulls a few bar backwards, lands on her shoulders.","throws utensils at someone, who grins good - naturedly down.",1
716,39824,lsmdc3005_ABRAHAM_LINCOLN_VAMPIRE_HUNTER-2396,6750,"Sipping his drink, someone spits it out. Swooping low, we","Sipping his drink, someone spits it out.","Swooping low, we",gold,are in their database visitor.,find confederate soldiers charging recklessly over the grass as cannon balls touch down all around them.,see a pair of terra cotta boys.,glimpse between the two men throwing chairs across the table and ducking underneath them.,1
893,1483,lsmdc1009_Spider-Man3-76222,13709,"It's someone, now transformed into someone. Someone","It's someone, now transformed into someone.",Someone,gen,stands stiffly facing the enemy.,buries his face against his hand.,has the collar around her dark silk hair.,finds someone's apartment empty.,1
580,4180,lsmdc1053_Harry_Potter_and_the_philosophers_stone-96145,3321,People creep downstairs into the common room. They,People creep downstairs into the common room.,They,gen,leave someone in her bedroom.,begin to rush to the suitcase then climb on.,hurry down the stairs.,carry the cat through the crowded tables.,0
374,48543,anetv_ggGw9EGSMs8,2699,Both of them go over the fence a second time. They,Both of them go over the fence a second time.,They,gold,spreads each table off.,take turns talking to the other woman after the ball is held.,do it a third time.,are at the part of the pull.,2
242,10506,lsmdc0003_CASABLANCA-46934,657,Someone looks at his glass. People,Someone looks at his glass.,People,gold,"'s car is parked, and someone smiles again!","look at each other, then hurry to the window.",pour out of the shot.,react in the doorway.,1
448,4742,anetv_vxJlOKF1VB4,4316,We see the girl looking down at the camera. We,We see the girl looking down at the camera.,We,gen,"see a title screen and the lady waves, we see view.",see the finished dance figures again.,see the scenery near a tree.,see her face in the mirror.,3
483,64255,lsmdc3037_IRON_MAN2-16305,17414,"Someone glances back at someone Potts's blond assistant, who shakes her head. Sitting nearby, brown - haired someone","Someone glances back at someone Potts's blond assistant, who shakes her head.","Sitting nearby, brown - haired someone",gold,holds up a framed photo of someone staggering down and buttons her dress.,sits in front of someone and lowers his arm.,shows him framed photos of her friends.,raises a water glass toward someone and takes a sip.,3
848,66517,anetv_V4S9ppnrXzc,9059,Little baby is swimming in the pool. man,Little baby is swimming in the pool.,man,gold,is in the room showing the baby video again.,is wearing black socks sitting in bed.,is walking on a trampoline.,is swimming in the pool and have his hand holding the unconscious woman's gaze.,0
238,71302,anetv_6UqWORrn3KI,2762,"The ingredients used for the lemonade are placed on the stove top. A water jug, five lemons, some sugar and a boiling pot",The ingredients used for the lemonade are placed on the stove top.,"A water jug, five lemons, some sugar and a boiling pot",gold,", the sauce all sautes.",are placed on the stove top.,is shown with them rolling the sauce.,"boil for a skillet, then confiscated caviar is stirred with a thermometer and a chocolate flower added to it.",1
950,66149,lsmdc1061_Harry_Potter_and_the_deathly_hallows_Disk_Two-99779,13838,Someone stalks amongst dead bodies in Gringotts Bank. He,Someone stalks amongst dead bodies in Gringotts Bank.,He,gold,stands instructing the resident.,speaks to his snake.,smiles with chopsticks as he goes.,"lies on top of someone, realizes that someone is forgotten.",1
26,39343,anetv_V--Xz2FtJXA,8878,She walks and sits down in a chair. A woman,She walks and sits down in a chair.,A woman,gen,kneels down next to him.,comes onto the screen.,"sits nearby, working with her hair.",works for a man.,1
637,4745,anetv_vxJlOKF1VB4,4315,We see a girl with purple hair talking to the camera. We,We see a girl with purple hair talking to the camera.,We,gold,see the ballerina perform.,see the girl looking down at the camera.,view a small black lens salon.,see a girl riding on a stationary bike in a studio.,1
353,55439,lsmdc3023_DISTRICT_9-11177,1351,They gaze into the sky at the drifting mother ship. Someone,They gaze into the sky at the drifting mother ship.,Someone,gold,lands up on his feet.,crouches beside the captain and holds his gaze.,turns away from the jungle.,crouches with his men between two shacks.,3
402,67969,lsmdc1050_Harry_Potter_and_the_deathly_hallows_Disk_One-94148,13355,"High on the limestone clifftop, he creates a protective shield. Someone","High on the limestone clifftop, he creates a protective shield.",Someone,gold,sits huddled on a flat - topped rock.,prepares the grab.,stands at the head of the metal framework and smiles.,shoots a giant hunk of web.,0
