,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,sent1,sent2,ending0,ending1,ending2,label
651,651,651,651,Sasha expected Riley to attack back but they turned their cheek instead.,How would Sasha feel afterwards?,daring them to strike back,like hitting them again,like apologizing,2
950,950,950,950,Kendall got in trouble for cheating on the exam after she obtained Cameron's answer.,How would Kendall feel afterwards?,crafty,like a failure,deft,1
198,198,198,198,Riley bore himself pain at the gym with the weights.,Why did Riley do this?,wanted to get powerful,shower,rest,0
3803,3803,3803,3803,Kai got Addison's friends together to go out to a dinner.,What does Kai need to do before this?,contact all of Addison's friends,make a dinner,contact a restaurant,0
4711,4711,4711,4711,"Perhaps loving the pizza too much, Aubrey got a stomach ache and had to go to the bathroom.",What happened to Aubrey after eating the pizza?,stop eating so much,take an antacid,had to go to the bathroom,2
154,154,154,154,Jan got into a cab after a long cross Atlantic flight back to their home.,How would you describe Jan?,exhausted,ready for bed,a business person,0
4535,4535,4535,4535,Casey was at a meeting and desperately wanted to say something but in the end just wasnt able to do so.,How would you describe Casey?,angry he missed his moment,a loud person,a quiet person,2
3379,3379,3379,3379,Addison closed the door behind Remy as they were walking out the house.,What does Addison need to do before this?,follow Remy,walk out of the house,lock the door,1
2157,2157,2157,2157,Lee went out to dinner with friends and met the love of their life.,Why did Lee do this?,be lonely,give love,eat dinner,2
3718,3718,3718,3718,Jordan found Jan's keys out in the back yard so he picked it up and gave it to Jan.,What will happen to Jan?,be able to bake the cake,be able to unlock the door,be thanked by Jan,1
2258,2258,2258,2258,Jan cast aspersions aside when they decided that they did not want to do anything for work.,What will Others want to do next?,quit their job,follow their own passions,do something else,2
1780,1780,1780,1780,Sydney put their blankets on the floor so that they wouldn't have to walk on the cold tile floor.,Why did Sydney do this?,walk on something warm,cover everyone with blankets,cover the hardwood floor,0
889,889,889,889,Quinn was walking when Lee turned a corner and scared the wits out of Quinn.,Why did Lee do this?,walk slowly,thought that the path was clear,be quiet and sneaky,2
1081,1081,1081,1081,Addison got good grades and got a lot of attention from the other students.,Why did Addison do this?,get into colege,lazy,skilled,0
773,773,773,773,"During a test, Skylar caught Quinn peeking at his homework book which had corrections because the questions were the same.",What will happen to Skylar?,pretend she didn't see Quinn's act,have a conscience to report Quinn,do well on the test,1
3055,3055,3055,3055,Austin was hungry in the morning and wanted something to eat. Austin made scrambled eggs.,Why did Austin do that?,eat some cereal,Eat the eggs,make something quick,2
3067,3067,3067,3067,Kai got out of a muddy pond. Kai got the dirty water off their chest.,How would you describe Kai?,messy,neat,refreshed,0
29,29,29,29,"Jan had always wanted a puppy, but decided to adopt an older shelter dog instead.",How would you describe Jan?,free-spirited,outgoing,compassionate,2
3450,3450,3450,3450,"Since Austin's family mostly lived in another state, whenever Austin wanted to visit them, Austin took a bus across the country.",What will Austin want to do next?,live out of the state,visit their family,spend time with loved ones,1
465,465,465,465,Taylor wanted to write in the scholarly format that her professor Jesse instructed her to do.,What will Taylor want to do next?,follow guidelines,have a professor,practice,0
2175,2175,2175,2175,kendall made fun of skylar at school so kendall felt badly.,How would you describe Kendall?,regrets their actions,as compassionate,do something nice to apologize,0
2642,2642,2642,2642,Casey needed a massage so Carson rubbed Casey's back.,What will Casey want to do next?,thank Carson,help Casey,get another massage,0
526,526,526,526,Taylor saw Austin for the first time after returning from the war.,How would Taylor feel afterwards?,overjoyed,a good friend,missing Austin,0
4555,4555,4555,4555,Addison hug their mom after she made them dinner.,What does Addison need to do before this?,of gotten a dinner,think about their mom,thank her,1
4854,4854,4854,4854,Cameron passed Taylor law books so she could read them.,Why did Cameron do this?,get her books out,didn't like her,study together,2
1562,1562,1562,1562,"After spending their whole high school career trying, Kai finally made honor roll during the first semester of senior year.",What does Kai need to do before this?,complete three years of high school,be recognized for his academic performance,get straight A's during junior year,2
4738,4738,4738,4738,Quinn rushed to the car to help Robin after the accident. Robin took Quinn's hand and climbed out of the car.,What will happen to Robin?,need to see a paramedic,want to avoid Quinn,he will be a hero,0
764,764,764,764,"Skylar and Sydney were workmates for the longest time. They had worked together so much that, after Sydney's accident, Skylar spoke Sydney's mind often these days. It just took so much energy for Sydney to talk.",Why did Skylar do this?,be great at her job,get rid of her work mate,be out on the town,0
3479,3479,3479,3479,Sydney made waves in class by questioning if the school book was right.,What will Sydney want to do next?,not listen to what others think,right,rewrite the book,0
2652,2652,2652,2652,Sydney attacked another teacher and the others were very angry.,What will Others want to do next?,stand up in class,The others will hold Sydney accountable,The others will join in,1
708,708,708,708,"Austin saw a man with a sign asking for money, so Austin gave the man a dollar.",What will the man want to do next?,walk up to the man,Give thanks to Austin,take out his wallet,1
1983,1983,1983,1983,Jan told Taylor they knew after it seemed obvious she wasn't aware.,Why did Jan do this?,did this to start trouble,did this to be upfront,explain the situation to Taylor,1
4285,4285,4285,4285,lee was a corrupt and selfish individual so he gave himself a promotion.,What will happen to Others?,be caught,berate lee,be fired,1
3848,3848,3848,3848,"Cameron ate Italian food. However, the spicy food didn't agree with her stomach.",How would Cameron feel as a result?,A foodie who doesn't mind taking risks,A foodie who gives in to impulses,very nauseous,2
3120,3120,3120,3120,Lee told Quinn that they needed to rush to make the movie.,How would Lee feel afterwards?,in a hurry,a filmmaker,impatient,2
1696,1696,1696,1696,Alex was furious at what Ash did and tore her to pieces.,How would you describe Alex?,emotional,Decapitated,terrible,0
4472,4472,4472,4472,Alex was a king in a country with a million people. They governed every person.,What does Alex need to do before this?,get an education,sign some laws,be competent,2
1655,1655,1655,1655,Addison asked Tracy's girlfriend if they wanted to be Addison's girlfriend instead.,How would Tracy feel as a result?,honored because their girlfriend was desired by others,like a cheat,very insulted to think that they were undesirable,0
2303,2303,2303,2303,Kendall ate one cracker after another due to extreme hunger.,What will Kendall want to do next?,look up recipes that use crackers,eat a lot of carbs due to taste,not suffering,1
2730,2730,2730,2730,Robin had just moved up north and had never seen snow in her entire life.,How would you describe Robin?,foolish,excited,cynical,1
538,538,538,538,"Casey's pool was not kept up properly every year, so now it leaks water.",How would Casey feel about what happened?,happy about the condition of her pool,glad that things worked out,ruined,2
349,349,349,349,Cameron saw Remy's dad in the crowd but as they approached they noticed Remy's dad was with another woman.,How would Remy feel as a result?,bad for Remy's dad and woman,confused as who the woman was,surprised to see it,1
4411,4411,4411,4411,Skylar and Quinn were doing homework together. Skylar caught Quinn peeking at the homework she was doing.,How would you describe Skylar?,cautious,greedy,annoyed,2
3946,3946,3946,3946,Riley got a lot of money from working so much.,What will Riley want to do next?,get a job before this,buy something good,work a lot before this,1
784,784,784,784,Casey lived 20 miles away from Kai. Casey cared for Kai's children.,What does Casey need to do before this?,need to have babysitting skill,find a way to Kai's,learn a lot of patience,0
